716.571000,1916.576000,213.700000
697.318000,1916.439000,213.591000
695.750000,1914.539000,199.439000
690.367000,1889.051000,199.400000
688.533000,1221.626000,199.407000
686.236000,1040.426000,197.487000
679.926000,862.782000,197.427000
673.323000,587.567000,195.642000
672.857000,562.629000,180.731000
1.579000,3.706000,4.017000
3.351000,2.759000,9.662000
3.207000,50.967000,2.892000
2.152000,2.911000,6.965000
1.601000,638.580000,2.012000
0.931000,186.961000,3.074000
0.676000,2.472000,1.866000
1.152000,5.781000,21.918000
8.808000,2.735000,351.494000
4.296000,5.562000,8.603000
2.220000,905.615000,2.799000
0.649000,499.352000,6.118000
2.390000,78.773000,3.331000
1.797000,5.526000,2.740000
1.972000,1.148000,2.866000
0.871000,2.965000,2.486000
3.099000,691.743000,2.323000
1.156000,281.140000,12.995000
3.529000,1.929000,683.844000
0.656000,11.592000,279.452000
0.622000,124.373000,2.183000
3.006000,5.967000,3.193000
3.094000,578.010000,4.200000
1.258000,174.090000,1.602000
3.342000,2.639000,3.991000
0.739000,2.686000,6.248000
3.051000,1.096000,2.085000
2.440000,16.964000,3.398000
4.859000,432.471000,478.510000
0.874000,31.210000,19.401000
2.198000,0.963000,2.104000
0.613000,3.801000,2.765000
0.550000,107.181000,4.167000
1.035000,2.813000,4.118000
2.246000,1064.201000,1.782000
0.697000,611.518000,3.210000
3.869000,210.052000,1.581000
0.547000,3.518000,4.768000
2.499000,1.285000,707.369000
2.970000,4.175000,254.007000
0.679000,490.582000,1.619000
1.228000,82.328000,2.619000
2.851000,2.104000,3.318000
1.919000,3.925000,3.057000
1.537000,137.251000,2.288000
1.323000,3.186000,4.192000
4.294000,707.890000,2.672000
1.006000,305.097000,4.811000
1.471000,1.494000,468.537000
3.561000,2.136000,15.113000
6.956000,2.816000,4.401000
0.794000,5.525000,1.714000
0.701000,775.564000,6.156000
3.205000,293.988000,7.298000
1.311000,276.490000,4.723000
8.134000,5.301000,8.057000
0.646000,29.740000,2.539000
1.437000,4.729000,8.533000
3.864000,577.727000,430.545000
3.673000,121.118000,75.785000
2.947000,1.980000,2.913000
0.608000,3.562000,6.367000
0.549000,350.152000,1.933000
1.698000,3.734000,17.043000
3.655000,455.469000,4.114000
2.820000,3.528000,2.789000
2.059000,2.319000,2.809000
1.027000,3.678000,2.973000
3.926000,2.320000,489.246000
1.564000,1.425000,28.151000
2.510000,1087.182000,1.663000
3.097000,680.825000,9.752000
5.040000,230.103000,1.887000
3.607000,7.900000,4.758000
0.983000,3.053000,6.499000
2.971000,5.055000,3.278000
2.505000,702.242000,2.636000
1.107000,303.617000,4.948000
6.614000,2.179000,693.571000
3.546000,6.990000,342.439000
2.573000,2.251000,2.595000
1.901000,3.840000,10.568000
5.065000,765.746000,3.386000
3.543000,314.089000,5.584000
3.814000,77.737000,3.269000
3.692000,1.017000,1.320000
1.335000,0.981000,3.445000
4.672000,3.093000,6.899000
1.717000,443.045000,672.511000
3.270000,40.587000,269.324000
3.552000,2.729000,3.356000
4.874000,3.206000,7.474000
0.452000,2.227000,3.507000
6.404000,3.222000,2.675000
4.317000,456.635000,1.202000
3.583000,5.144000,3.616000
0.710000,1.857000,4.026000
2.367000,1.715000,4.800000
2.957000,2.844000,649.438000
4.319000,2.622000,247.867000
2.784000,465.356000,4.046000
0.577000,63.711000,3.604000
2.154000,284.329000,0.679000
